state,panel,metric,population,field,aggregation_unit,n,mean,median,q25,q75,iqr,p90,p95,p99,min,max
ENTRY,historical,RS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN,124,0.10299089314397744,0.002256765612401068,0.0008923303394112736,0.006395815755240619,0.005503485415829346,0.023592248372733618,0.28807163238525324,1.1732259678840613,0.00010692501382436603,7.963271141052246
ENTRY,historical,RS,ACTIVE_TARGET,true_nll,PROMPT,124,12.935897265711139,12.356385707855225,10.31129503250122,15.967551946640015,5.656256914138794,17.630592727661135,18.55365104675293,22.198115978240967,5.393238067626953,23.476993560791016
ENTRY,historical,RS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN,124,12.935897265711139,12.356385707855225,10.31129503250122,15.967551946640015,5.656256914138794,17.630592727661135,18.55365104675293,22.198115978240967,5.393238067626953,23.476993560791016
ENTRY,historical,RS,ACTIVE_TARGET,desired_margin,PROMPT,124,12.83290637256716,12.351327599550132,10.00475577160978,15.965789298359596,5.961033526749816,17.629971305318758,18.5531594795626,22.19738607969775,3.1400794982910156,23.473798853578046
ENTRY,historical,RS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN,124,12.83290637256716,12.351327599550132,10.00475577160978,15.965789298359596,5.961033526749816,17.629971305318758,18.5531594795626,22.19738607969775,3.1400794982910156,23.473798853578046
ENTRY,historical,RS,SUPERSEDED,new_nll,PROMPT,4,4.407564625144005,1.675463080406189,1.1639079600572586,4.919119745492935,3.7552117854356766,10.307458841800692,12.10357187390327,13.54046229958534,0.379647433757782,13.89968490600586
ENTRY,historical,RS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN,4,4.407564625144005,1.675463080406189,1.1639079600572586,4.919119745492935,3.7552117854356766,10.307458841800692,12.10357187390327,13.54046229958534,0.379647433757782,13.89968490600586
ENTRY,historical,RS,SUPERSEDED,true_nll,PROMPT,4,9.673117637634277,8.789340019226074,7.171936750411987,11.290520906448364,4.118584156036377,14.599284076690676,15.702205133438108,16.584541978836057,4.308664321899414,16.805126190185547
ENTRY,historical,RS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN,4,9.673117637634277,8.789340019226074,7.171936750411987,11.290520906448364,4.118584156036377,14.599284076690676,15.702205133438108,16.584541978836057,4.308664321899414,16.805126190185547
ENTRY,historical,RS,SUPERSEDED,desired_margin,PROMPT,4,5.2655530124902725,5.216081202030182,2.8999150097370148,7.58171920478344,4.681804195046425,7.6807157576084135,7.713714608550072,7.740113689303398,2.8833361864089966,7.74671345949173
ENTRY,historical,RS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN,4,5.2655530124902725,5.216081202030182,2.8999150097370148,7.58171920478344,4.681804195046425,7.6807157576084135,7.713714608550072,7.740113689303398,2.8833361864089966,7.74671345949173
ENTRY,historical,PS,ALL,new_nll,PROMPT,256,1.5081436916773328,0.2431219294667244,0.04417211562395096,1.7908064424991608,1.7466343268752098,4.484297275543213,6.626962900161743,12.255049371719345,0.00037865620106458664,15.597543716430664
ENTRY,historical,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN,128,1.5081436916773328,0.6846229080110788,0.11034571402706206,2.125862394226715,2.015516680199653,3.6908471465110773,5.42559076398611,9.779001634120945,0.002884712244849652,15.522789001464844
ENTRY,historical,PS,ALL,true_nll,PROMPT,256,9.719271576963365,9.171185493469238,7.088579297065735,12.121567964553833,5.032988667488098,14.234714984893799,16.04091215133667,20.274951934814453,2.6497936248779297,21.314359664916992
ENTRY,historical,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN,128,9.719271576963365,9.117337703704834,7.326942503452301,12.124924302101135,4.797981798648834,13.76404457092285,14.270178294181823,19.896315097808845,3.6184327602386475,20.282480239868164
ENTRY,historical,PS,ALL,desired_margin,PROMPT,256,8.211127885286032,7.842465937137604,5.389723032712936,11.042071621865034,5.652348589152098,13.68814263632521,15.806418829713948,20.26975725336233,-4.496556758880615,21.30778310401365
ENTRY,historical,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,128,8.211127885286032,7.96280095318798,5.857055388391018,10.792362767388113,4.935307378997095,12.956144873355514,13.97857438046485,19.70500819153473,-0.7578632831573486,20.27714098652359
