cohort,arm,metric,scope,denominator,before_num,after_num,delta_pp,retained,lost,gained,both_failed,W0_success_den,W0_success_to_failure_num,W0_failure_den,W0_failure_to_success_num,new_NLL_paired_delta_mean,new_NLL_paired_delta_median,new_NLL_decreased,new_NLL_increased,new_NLL_equal,true_NLL_paired_delta_mean,true_NLL_paired_delta_median,true_NLL_decreased,true_NLL_increased,true_NLL_equal
33,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,869,467,-40.2,421,448,46,85,869,448,131,46,-4.155532666117884,-3.9058821201324463,805,195,0,2.0107067974514794,2.0114352703094482,293,707,0
34,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,906,484,-42.2,457,449,27,67,906,449,94,27,-4.2505210542783605,-4.076609134674072,842,158,0,1.6769611502034822,1.898849368095398,339,661,0
35,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,876,514,-36.2,472,404,42,82,876,404,124,42,-3.763729608559399,-3.800753355026245,800,200,0,1.933371408178704,1.9093542098999023,297,703,0
36,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,871,465,-40.6,431,440,34,95,871,440,129,34,-3.881710707073682,-3.9050122499465942,806,194,0,2.110381852092687,2.2237424850463867,319,681,0
37,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,527,-37.8,483,422,44,51,905,422,95,44,-4.2209493339518085,-4.127313137054443,831,169,0,2.0171792011880316,2.139803647994995,313,687,0
38,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,902,551,-35.1,514,388,37,61,902,388,98,37,-3.967059461761732,-3.8139538764953613,824,176,0,1.8325272478260448,1.8006203174591064,318,682,0
39,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,896,524,-37.2,480,416,44,60,896,416,104,44,-4.249098590911599,-4.050828993320465,844,156,0,1.8967212338247919,2.0271615982055664,306,694,0
40,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,843,473,-37.0,426,417,47,110,843,417,157,47,-3.8085845932899973,-3.673419713973999,810,190,0,1.3605140620288438,1.3281667232513428,372,628,0
41,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,860,477,-38.3,439,421,38,102,860,421,140,38,-3.7747693063747136,-3.678234338760376,823,177,0,2.0496506383381785,2.04209303855896,319,681,0
42,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,882,477,-40.5,447,435,30,88,882,435,118,30,-3.966804148752941,-3.7452754974365234,827,173,0,2.0282765930172753,2.0248637199401855,325,675,0
43,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,880,480,-40.0,445,435,35,85,880,435,120,35,-3.848213345634751,-4.059270620346069,820,180,0,2.065514739004197,2.1779483556747437,309,691,0
44,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,936,478,-45.8,461,475,17,47,936,475,64,17,-4.165052925621392,-4.044063568115234,844,156,0,2.070348061552038,2.136409640312195,285,715,0
45,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,879,478,-40.1,439,440,39,82,879,440,121,39,-3.989475462757051,-3.807105541229248,826,174,0,2.1112325375439833,2.131481885910034,289,711,0
46,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,878,508,-37.0,469,409,39,83,878,409,122,39,-3.565034818759421,-3.501768112182617,800,200,0,1.921745231051056,2.1823774576187134,300,700,0
47,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,920,512,-40.8,486,434,26,54,920,434,80,26,-4.033257716604508,-3.8350348472595215,838,162,0,2.4583416405720637,2.4979636669158936,273,727,0
48,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,912,518,-39.4,489,423,29,59,912,423,88,29,-4.307679705879651,-4.055217266082764,830,170,0,2.0297582251963906,2.150599479675293,303,697,0
49,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,882,447,-43.5,417,465,30,88,882,465,118,30,-4.289757662908174,-4.269018530845642,839,161,0,1.8942470870690886,1.8282481729984283,295,705,0
50,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,525,-36.3,483,405,42,70,888,405,112,42,-4.028168597994372,-3.824766993522644,819,181,0,1.8997649095405942,1.821035385131836,314,686,0
51,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,504,-38.4,477,411,27,85,888,411,112,27,-4.49058043689467,-4.202075004577637,832,168,0,2.032533053223364,1.892886370420456,313,687,0
52,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,921,523,-39.8,494,427,29,50,921,427,79,29,-3.7091468508527616,-3.646618127822876,796,204,0,1.702568693149602,1.6817328929901123,325,675,0
53,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,895,503,-39.2,474,421,29,76,895,421,105,29,-4.1538653103478715,-3.954294204711914,831,169,0,1.7917512473113602,2.026538133621216,312,688,0
54,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,904,440,-46.4,411,493,29,67,904,493,96,29,-4.21783265952766,-3.868072032928467,834,166,0,2.2310939399478955,2.2039626836776733,289,711,0
55,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,488,-41.7,463,442,25,70,905,442,95,25,-4.195835051082307,-4.080441951751709,841,159,0,2.200033218242228,2.033810317516327,299,701,0
56,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,867,515,-35.2,476,391,39,94,867,391,133,39,-3.4210603742878885,-3.2870110273361206,773,227,0,1.9485277674679529,1.9842545986175537,308,692,0
57,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,903,552,-35.1,519,384,33,64,903,384,97,33,-3.9526192837175915,-3.64707088470459,821,179,0,1.8651624331499916,1.9126790165901184,324,676,0
58,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,894,475,-41.9,443,451,32,74,894,451,106,32,-4.171625973415561,-4.114333510398865,836,164,0,2.4316252071054185,2.4505163431167603,271,729,0
59,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,894,492,-40.2,465,429,27,79,894,429,106,27,-4.020185633378569,-3.8973193168640137,824,176,0,2.1935648906258867,2.2183112502098083,301,699,0
60,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,895,480,-41.5,449,446,31,74,895,446,105,31,-4.387236976342276,-4.2371826171875,848,152,0,1.8561879129330627,1.9038123488426208,329,671,0
61,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,880,461,-41.9,441,439,20,100,880,439,120,20,-4.168088692288846,-3.969787836074829,816,184,0,2.0316443554263097,2.0381975173950195,300,700,0
62,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,887,451,-43.6,418,469,33,80,887,469,113,33,-3.8033713921583256,-3.6310975551605225,803,197,0,2.6207070627799256,2.568322539329529,259,741,0
63,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,883,471,-41.2,452,431,19,98,883,431,117,19,-4.3186619529736925,-4.135353088378906,844,156,0,2.101008092582924,2.2644533812999725,299,701,0
64,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,881,491,-39.0,465,416,26,93,881,416,119,26,-4.211377996498311,-4.119385719299316,843,157,0,1.884555612922588,2.100920796394348,328,672,0
65,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,917,510,-40.7,480,437,30,53,917,437,83,30,-4.170431420632289,-4.138315677642822,842,158,0,2.5499355911243473,2.776587963104248,251,749,0
66,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,492,-41.9,466,445,26,63,911,445,89,26,-3.8953046755408867,-3.979310154914856,814,186,0,2.19029439832276,2.2045254707336426,288,712,0
67,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,478,-43.3,441,470,37,52,911,470,89,37,-4.8445753890827765,-4.559544086456299,857,143,0,2.2019186103075628,2.399372011423111,292,708,0
68,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,891,509,-38.2,480,411,29,80,891,411,109,29,-4.035852592124138,-4.235888242721558,813,187,0,1.9158632082841942,1.7958255112171173,309,691,0
69,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,517,-39.4,496,415,21,68,911,415,89,21,-4.237935328181833,-4.082271099090576,843,157,0,2.3199698352901033,2.3428598642349243,275,725,0
70,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,907,450,-45.7,426,481,24,69,907,481,93,24,-4.112232314513996,-3.866984248161316,836,164,0,2.197826635719801,2.5692861080169678,266,734,0
71,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,879,467,-41.2,436,443,31,90,879,443,121,31,-3.9126054261645766,-3.8592426776885986,816,184,0,2.0459742857066447,2.1200137436389923,328,672,0
72,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,896,496,-40.0,454,442,42,62,896,442,104,42,-4.1951023852642395,-4.016745686531067,853,147,0,1.640709930957004,1.7173958760686219,328,672,0
73,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,478,-43.3,447,464,31,58,911,464,89,31,-4.2724399990554085,-4.297943532466888,835,165,0,2.3416531684100046,2.4439646005630493,273,727,0
74,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,910,510,-40.0,482,428,28,62,910,428,90,28,-4.256267611582763,-4.185399055480957,837,163,0,2.0601830552794853,2.038659870973788,293,707,0
75,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,917,476,-44.1,456,461,20,63,917,461,83,20,-4.28196376705775,-4.186625003814697,819,181,0,1.8761060951394029,2.0469729900360107,320,680,0
76,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,908,489,-41.9,459,449,30,62,908,449,92,30,-4.44373208123818,-4.168389558792114,865,135,0,1.9212490755184553,2.0983357429504395,311,689,0
77,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,913,532,-38.1,512,401,20,67,913,401,87,20,-4.459559579174733,-4.4230029582977295,846,154,0,1.7920707611097022,1.8673836588859558,333,667,0
78,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,858,456,-40.2,411,447,45,97,858,447,142,45,-3.8526623781197706,-3.8642314672470093,816,184,0,1.984700738579384,2.146437883377075,311,689,0
79,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,910,438,-47.2,406,504,32,58,910,504,90,32,-4.495692175203003,-4.4415998458862305,857,143,0,1.7690261591139134,1.9117517471313477,322,678,0
80,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,873,468,-40.5,439,434,29,98,873,434,127,29,-4.222954167559743,-4.243889331817627,839,161,0,2.0260808905795566,1.984203040599823,328,672,0
81,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,885,475,-41.0,440,445,35,80,885,445,115,35,-4.034944958028907,-3.8392724990844727,832,168,0,1.9374846892933129,1.96785306930542,308,692,0
82,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,478,-42.3,453,448,25,74,901,448,99,25,-4.118948133528582,-4.0737624168396,836,164,0,2.2595012581103946,2.3320761919021606,275,725,0
83,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,894,435,-45.9,406,488,29,77,894,488,106,29,-4.625913503062911,-4.462867021560669,863,137,0,1.9056992593002506,2.019831508398056,326,674,0
84,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,872,462,-41.0,413,459,49,79,872,459,128,49,-4.274586129923642,-4.1619837284088135,842,158,0,1.8071096190176905,1.9037998616695404,314,686,0
85,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,891,483,-40.8,451,440,32,77,891,440,109,32,-4.238740016733064,-4.237968444824219,849,151,0,1.9180888374653295,2.029653549194336,290,710,0
86,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,449,-45.2,424,477,25,74,901,477,99,25,-4.251220216686837,-4.123912021517754,828,172,0,1.9115945150316693,2.1065778732299805,295,705,0
87,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,890,463,-42.7,428,462,35,75,890,462,110,35,-4.40123088496743,-4.354942262172699,858,142,0,2.2501409679111095,2.4544676542282104,301,699,0
88,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,895,485,-41.0,458,437,27,78,895,437,105,27,-4.529996348794549,-4.230128526687622,844,156,0,1.9580647439872847,1.9476369619369507,312,688,0
89,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,872,447,-42.5,411,461,36,92,872,461,128,36,-4.271392102887388,-4.059041500091553,842,158,0,2.060816857756232,2.1569762229919434,307,693,0
90,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,912,520,-39.2,498,414,22,66,912,414,88,22,-4.35396121656883,-4.172093391418457,850,150,0,1.798789001166675,1.970772661268711,324,676,0
91,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,875,422,-45.3,383,492,39,86,875,492,125,39,-4.322305778407958,-4.090595960617065,816,184,0,1.929318409069325,2.008781671524048,287,713,0
92,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,896,480,-41.6,449,447,31,73,896,447,104,31,-4.079320201831404,-4.053098201751709,835,165,0,2.1053674590336158,2.409604549407959,299,701,0
93,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,890,476,-41.4,456,434,20,90,890,434,110,20,-3.9774931716413704,-3.9355227947235107,806,194,0,1.5602928141319425,1.6067231893539429,341,659,0
94,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,891,501,-39.0,481,410,20,89,891,410,109,20,-4.168860599379055,-4.230131566524506,839,161,0,1.7778564448687249,1.7189442813396454,337,663,0
95,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,927,519,-40.8,485,442,34,39,927,442,73,34,-4.455570916155353,-4.483270168304443,842,158,0,2.1945959965531947,2.2702956199645996,293,707,0
96,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,902,394,-50.8,381,521,13,85,902,521,98,13,-4.554981719786883,-4.463200807571411,868,132,0,2.409169130561553,2.5770092010498047,257,743,0
97,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,411,-47.7,377,511,34,78,888,511,112,34,-4.2274691379254214,-3.9899168014526367,825,175,0,2.49482324478426,2.582574486732483,247,753,0
98,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,884,463,-42.1,425,459,38,78,884,459,116,38,-4.35208866428677,-4.386830449104309,831,169,0,2.3356464775820203,2.6295992136001587,266,734,0
99,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,892,425,-46.7,393,499,32,76,892,499,108,32,-5.321820632429794,-5.087892532348633,882,118,0,1.8731023518783332,1.965493530035019,322,678,0
100,MEMIT_L8_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,893,417,-47.6,396,497,21,86,893,497,107,21,-4.5794046439128,-4.391290187835693,833,167,0,2.413227299600607,2.4887267351150513,265,735,0
1,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,65,60.0,5,0,60,35,5,0,95,60,-5.52649192718789,-5.925730347633362,78,22,0,3.2030325326439923,3.3775315284729004,24,76,0
2,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,71,63.0,6,2,65,27,8,2,92,65,-6.091805962119252,-6.433819581754506,91,9,0,3.1425198134034873,3.1645760536193848,24,76,0
3,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,71,65.0,5,1,66,28,6,1,94,66,-6.48493891371414,-6.343142330646515,90,10,0,2.69413476278336,3.030757427215576,26,74,0
4,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,80,70.0,8,2,72,18,10,2,90,72,-6.805875235607382,-6.270921230316162,92,8,0,3.28059003090224,2.709204077720642,22,78,0
5,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,76,70.0,6,0,70,24,6,0,94,70,-6.813285571187735,-7.376133441925049,89,11,0,3.713589503150433,3.839416742324829,19,81,0
6,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,76,67.0,8,1,68,23,9,1,91,68,-6.7216602102248,-6.399689078330994,90,10,0,3.7027683004550638,3.3194005489349365,25,75,0
7,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,82,77.0,4,1,78,17,5,1,95,78,-7.335720513667911,-7.070430606603622,92,8,0,3.821507967375219,4.24872787296772,20,80,0
8,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,79,71.0,8,0,71,21,8,0,92,71,-6.411026981361211,-6.423502683639526,89,11,0,2.863463812666014,2.537175178527832,24,76,0
9,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,85,75.0,10,0,75,15,10,0,90,75,-7.619645641101524,-7.640919506549835,94,6,0,4.117191501909401,4.100764751434326,15,85,0
10,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,4,90,86.0,4,0,86,10,4,0,96,86,-7.863955280238297,-8.109706103801727,96,4,0,4.173321071770042,4.8080155700445175,15,85,0
11,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,83,73.0,9,1,74,16,10,1,90,74,-7.152319160301704,-6.937207728624344,92,8,0,3.6308943902514876,3.6249775886535645,22,78,0
12,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,86,76.0,10,0,76,14,10,0,90,76,-7.938597505766666,-7.883423462510109,96,4,0,3.7883006081916393,4.2181549072265625,20,80,0
13,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,82,72.0,9,1,73,17,10,1,90,73,-8.02995795377472,-8.353411614894867,95,5,0,4.083384087225422,3.972664713859558,16,84,0
14,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,12,85,73.0,12,0,73,15,12,0,88,73,-7.608044335348532,-7.407154694199562,97,3,0,4.3931573038734495,4.023053526878357,18,82,0
15,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,82,77.0,5,0,77,18,5,0,95,77,-8.577628650171683,-8.848531246185303,95,5,0,3.1418447213852776,3.308901458978653,29,71,0
16,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,90,82.0,7,1,83,9,8,1,92,83,-7.584621161911636,-7.845344066619873,95,5,0,4.344538955111057,4.593406438827515,17,83,0
17,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,12,88,76.0,12,0,76,12,12,0,88,76,-7.424101136503741,-7.4225814640522,94,6,0,3.9386833043955267,3.655040390789509,19,81,0
18,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,79,69.0,7,3,72,18,10,3,90,72,-7.693985774088651,-7.904882192611694,92,8,0,3.0299442253657616,3.1200270652770996,27,73,0
19,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,92,81.0,11,0,81,8,11,0,89,81,-9.46209223008249,-9.426440154667944,97,3,0,3.649292549169622,4.238625764846802,25,75,0
20,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,89,84.0,4,1,85,10,5,1,95,85,-8.365756845393916,-8.476014852523804,97,3,0,5.228214847495547,5.872839689254761,14,86,0
21,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,91,81.0,10,0,81,9,10,0,90,81,-9.009198754214157,-9.289916977286339,99,1,0,3.7357993743522093,3.9034171104431152,23,77,0
22,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,92,86.0,6,0,86,8,6,0,94,86,-8.494203209817643,-8.676066160202026,95,5,0,4.542154799305135,5.037353992462158,14,86,0
23,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,91,83.0,8,0,83,9,8,0,92,83,-9.347552577158204,-9.827957272529602,98,2,0,5.378428205251693,5.3445210456848145,11,89,0
24,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,92,82.0,10,0,82,8,10,0,90,82,-8.67536482718424,-8.594989687204361,98,2,0,4.336409486974589,4.34866563975811,17,83,0
25,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,88,77.0,11,0,77,12,11,0,89,77,-8.209422165142897,-8.150667194277048,96,4,0,4.8910667755012405,5.004236578941345,18,82,0
26,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,93,83.0,9,1,84,6,10,1,90,84,-8.299584959139466,-8.153664143756032,96,4,0,4.852751597687602,3.9642856121063232,14,86,0
27,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,88,82.0,6,0,82,12,6,0,94,82,-9.18787767074362,-9.622125923633575,98,2,0,4.9365402371576055,4.652168869972229,17,83,0
28,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,94,85.0,8,1,86,5,9,1,91,86,-8.896308729531011,-9.137468680739403,96,4,0,5.636429279082222,6.156625032424927,12,88,0
29,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,94,83.0,11,0,83,6,11,0,89,83,-9.293652003051248,-9.408703615888953,97,3,0,4.831499644140713,4.9201380610466,19,81,0
30,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,93,83.0,8,2,85,5,10,2,90,85,-9.23451750970853,-9.454601056873798,96,4,0,4.981132701653987,5.350306034088135,17,83,0
31,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,4,94,90.0,3,1,91,5,4,1,96,91,-8.797525658565865,-9.262761988677084,93,7,0,4.7104659478063695,4.811652630567551,14,86,0
32,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,97,92.0,5,0,92,3,5,0,95,92,-9.182184226131504,-9.580248229205608,95,5,0,6.297094095952925,6.644817292690277,9,91,0
33,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,97,90.0,7,0,90,3,7,0,93,90,-10.208704992078564,-10.504044326022267,97,3,0,5.598357161730528,5.662314832210541,16,84,0
34,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,94,83.0,11,0,83,6,11,0,89,83,-9.25760626522475,-9.474145472049713,99,1,0,4.8876753013767305,4.688673734664917,14,86,0
35,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,13,95,82.0,13,0,82,5,13,0,87,82,-8.588433432672755,-8.883167378604412,97,3,0,5.998436234313995,6.2487473487854,11,89,0
36,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,96,85.0,11,0,85,4,11,0,89,85,-9.516811984329252,-9.556629272177815,97,3,0,5.758215906471014,5.710434079170227,10,90,0
37,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,97,91.0,6,0,91,3,6,0,94,91,-9.175987344563763,-9.355308688711375,98,2,0,6.520166756045073,6.634176015853882,6,94,0
38,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,90,79.0,11,0,79,10,11,0,89,79,-8.932954184913543,-9.162069514393806,99,1,0,5.425614404007792,5.679673433303833,15,85,0
39,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,94,83.0,10,1,84,5,11,1,89,84,-8.756545082141638,-9.392974331742153,94,6,0,6.109955334588886,6.628457605838776,8,92,0
40,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,91,80.0,11,0,80,9,11,0,89,80,-9.186877953145304,-9.458297265693545,99,1,0,5.921170079600415,6.504857182502747,13,87,0
41,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,90,82.0,8,0,82,10,8,0,92,82,-8.664099656720063,-8.358932971954346,97,3,0,5.55600054288283,5.45562744140625,15,85,0
42,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,97,89.0,8,0,89,3,8,0,92,89,-9.191762431760434,-9.552701654378325,97,3,0,5.610072878878563,4.803116202354431,13,87,0
43,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,94,85.0,9,0,85,6,9,0,91,85,-9.259386826063382,-9.540263072995003,98,2,0,6.142717977315187,5.878060817718506,12,88,0
44,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,95,88.0,7,0,88,5,7,0,93,88,-9.87843530421902,-9.751996629871428,98,2,0,6.123697322681546,6.248146057128906,16,84,0
45,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,96,89.0,7,0,89,4,7,0,93,89,-9.995081728879596,-10.039272800437175,99,1,0,6.150368095585145,6.139337062835693,7,93,0
46,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,97,89.0,8,0,89,3,8,0,92,89,-10.02972975065786,-10.172328669577837,98,2,0,5.946562892086804,5.586043357849121,13,87,0
47,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,97,92.0,5,0,92,3,5,0,95,92,-10.619116726316424,-10.32001455151476,100,0,0,6.664429235979915,6.790730357170105,14,86,0
48,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,13,97,84.0,13,0,84,3,13,0,87,84,-10.43257541158804,-10.175128757953644,100,0,0,5.712207017674809,5.915631544019561,17,83,0
49,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,12,95,83.0,12,0,83,5,12,0,88,83,-9.931240703939366,-10.454580073361285,98,2,0,5.843035732149146,6.084662318229675,14,86,0
50,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,98,92.0,6,0,92,2,6,0,94,92,-9.619702036257367,-9.292341821826994,98,2,0,6.185955401979154,5.971489667892456,10,90,0
51,AlphaEdit_L8_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,12,98,86.0,12,0,86,2,12,0,88,86,-10.492902259704532,-10.412296639755368,99,1,0,6.313512550853193,6.301840245723724,10,90,0
