state,family,variant,edits,task,branch,denominator,W0_correct,endpoint_correct,lost,gained,still_correct,still_wrong
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,nli,alternative,100,67,54,30,17,37,16
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,sst2,generation,100,73,2,71,0,2,27
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,sst2,alternative,100,98,64,35,1,63,1
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,mrpc,generation,100,67,7,65,5,2,28
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,mrpc,alternative,100,67,47,44,24,23,9
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,cola,generation,100,76,36,43,3,33,21
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,cola,alternative,100,74,51,28,5,46,21
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,rte,generation,100,66,5,61,0,5,34
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,rte,alternative,100,66,55,24,13,42,21
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,mmlu,generation,100,52,1,51,0,1,48
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,mmlu,alternative,100,61,26,45,10,16,29
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,nli,generation,100,67,3,64,0,3,33
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,nli,alternative,100,67,47,36,16,31,17
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,sst2,generation,100,73,72,1,0,72,27
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,sst2,alternative,100,98,98,0,0,98,2
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,mrpc,generation,100,67,69,0,2,67,31
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,mrpc,alternative,100,67,69,0,2,67,31
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,cola,generation,100,76,77,0,1,76,23
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,cola,alternative,100,74,74,0,0,74,26
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,rte,generation,100,66,65,1,0,65,34
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,rte,alternative,100,66,65,1,0,65,34
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,mmlu,generation,100,52,51,1,0,51,48
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,mmlu,alternative,100,61,61,1,1,60,38
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,nli,generation,100,67,67,0,0,67,33
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,nli,alternative,100,67,67,0,0,67,33
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,sst2,generation,100,73,70,4,1,69,26
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,sst2,alternative,100,98,97,1,0,97,2
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,mrpc,generation,100,67,67,2,2,65,31
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,mrpc,alternative,100,67,67,2,2,65,31
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,cola,generation,100,76,77,1,2,75,22
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,cola,alternative,100,74,72,3,1,71,25
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,rte,generation,100,66,64,2,0,64,34
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,rte,alternative,100,66,64,2,0,64,34
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,mmlu,generation,100,52,49,4,1,48,47
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,mmlu,alternative,100,61,57,4,0,57,39
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,nli,generation,100,67,67,3,3,64,30
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,nli,alternative,100,67,67,3,3,64,30
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,sst2,generation,100,73,72,2,1,71,26
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,sst2,alternative,100,98,97,1,0,97,2
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,mrpc,generation,100,67,67,4,4,63,29
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,mrpc,alternative,100,67,67,4,4,63,29
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,cola,generation,100,76,76,2,2,74,22
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,cola,alternative,100,74,72,4,2,70,24
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,rte,generation,100,66,65,2,1,64,33
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,rte,alternative,100,66,65,2,1,64,33
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,mmlu,generation,100,52,47,6,1,46,47
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,mmlu,alternative,100,61,56,6,1,55,38
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,nli,generation,100,67,68,2,3,65,30
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,nli,alternative,100,67,67,3,3,64,30
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,sst2,generation,100,73,69,6,2,67,25
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,sst2,alternative,100,98,98,0,0,98,2
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,mrpc,generation,100,67,65,8,6,59,27
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,mrpc,alternative,100,67,65,8,6,59,27
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,cola,generation,100,76,73,5,2,71,22
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,cola,alternative,100,74,70,6,2,68,24
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,rte,generation,100,66,66,1,1,65,33
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,rte,alternative,100,66,66,1,1,65,33
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,mmlu,generation,100,52,44,9,1,43,47
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,mmlu,alternative,100,61,55,6,0,55,39
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,nli,generation,100,67,70,5,8,62,25
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,nli,alternative,100,67,69,6,8,61,25
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,sst2,generation,100,73,68,6,1,67,26
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,sst2,alternative,100,98,94,4,0,94,2
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,mrpc,generation,100,67,63,10,6,57,27
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,mrpc,alternative,100,67,63,10,6,57,27
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,cola,generation,100,76,72,5,1,71,23
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,cola,alternative,100,74,71,5,2,69,24
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,rte,generation,100,66,66,3,3,63,31
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,rte,alternative,100,66,66,3,3,63,31
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,mmlu,generation,100,52,44,14,6,38,42
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,mmlu,alternative,100,61,54,11,4,50,35
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,nli,generation,100,67,67,9,9,58,24
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,nli,alternative,100,67,67,9,9,58,24
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,sst2,generation,100,73,67,8,2,65,25
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,sst2,alternative,100,98,93,5,0,93,2
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,mrpc,generation,100,67,59,15,7,52,26
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,mrpc,alternative,100,67,59,15,7,52,26
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,cola,generation,100,76,75,6,5,70,19
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,cola,alternative,100,74,74,5,5,69,21
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,rte,generation,100,66,69,2,5,64,29
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,rte,alternative,100,66,69,2,5,64,29
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,mmlu,generation,100,52,37,22,7,30,41
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,mmlu,alternative,100,61,50,17,6,44,33
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,nli,generation,100,67,63,15,11,52,22
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,nli,alternative,100,67,62,16,11,51,22
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,sst2,generation,100,73,56,19,2,54,25
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,sst2,alternative,100,98,91,8,1,90,1
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,mrpc,generation,100,67,50,23,6,44,27
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,mrpc,alternative,100,67,50,23,6,44,27
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,cola,generation,100,76,73,9,6,67,18
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,cola,alternative,100,74,73,6,5,68,21
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,rte,generation,100,66,68,4,6,62,28
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,rte,alternative,100,66,68,4,6,62,28
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,mmlu,generation,100,52,27,30,5,22,43
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,mmlu,alternative,100,61,46,19,4,42,35
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,nli,generation,100,67,58,19,10,48,23
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,nli,alternative,100,67,58,19,10,48,23
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,sst2,generation,100,73,47,29,3,44,24
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,sst2,alternative,100,98,85,13,0,85,2
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,mrpc,generation,100,67,47,38,18,29,15
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,mrpc,alternative,100,67,54,35,22,32,11
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,cola,generation,100,76,65,17,6,59,18
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,cola,alternative,100,74,71,13,10,61,16
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,rte,generation,100,66,55,17,6,49,28
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,rte,alternative,100,66,60,13,7,53,27
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,mmlu,generation,100,52,24,30,2,22,46
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,mmlu,alternative,100,61,47,22,8,39,31
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,nli,generation,100,67,51,29,13,38,20
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,nli,alternative,100,67,61,24,18,43,15
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,sst2,generation,100,73,51,31,9,42,18
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,sst2,alternative,100,98,84,15,1,83,1
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,mrpc,generation,100,67,43,42,18,25,15
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,mrpc,alternative,100,67,47,38,18,29,15
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,cola,generation,100,76,66,16,6,60,18
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,cola,alternative,100,74,70,14,10,60,16
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,rte,generation,100,66,44,28,6,38,28
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,rte,alternative,100,66,54,18,6,48,28
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,mmlu,generation,100,52,20,35,3,17,45
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,mmlu,alternative,100,61,50,24,13,37,26
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,nli,generation,100,67,39,37,9,30,24
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,nli,alternative,100,67,55,27,15,40,18
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,sst2,generation,100,73,41,37,5,36,22
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,sst2,alternative,100,98,72,26,0,72,2
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,mrpc,generation,100,67,13,62,8,5,25
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,mrpc,alternative,100,67,48,43,24,24,9
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,cola,generation,100,76,56,27,7,49,17
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,cola,alternative,100,74,59,22,7,52,19
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,rte,generation,100,66,24,43,1,23,33
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,rte,alternative,100,66,46,25,5,41,29
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,mmlu,generation,100,52,7,45,0,7,48
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,mmlu,alternative,100,61,42,32,13,29,26
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,nli,generation,100,67,19,56,8,11,25
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,nli,alternative,100,67,46,38,17,29,16
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,sst2,generation,100,73,25,52,4,21,23
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,sst2,alternative,100,98,80,18,0,80,2
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,mrpc,generation,100,67,5,65,3,2,30
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,mrpc,alternative,100,67,48,36,17,31,16
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,cola,generation,100,76,52,29,5,47,19
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,cola,alternative,100,74,53,25,4,49,22
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,rte,generation,100,66,28,40,2,26,32
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,rte,alternative,100,66,47,21,2,45,32
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,mmlu,generation,100,52,6,48,2,4,46
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,mmlu,alternative,100,61,41,35,15,26,24
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,nli,generation,100,67,14,58,5,9,28
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,nli,alternative,100,67,45,33,11,34,22
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,sst2,generation,100,73,27,50,4,23,23
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,sst2,alternative,100,98,78,21,1,77,1
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,mrpc,generation,100,67,13,58,4,9,29
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,mrpc,alternative,100,67,51,28,12,39,21
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,cola,generation,100,76,49,32,5,44,19
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,cola,alternative,100,74,50,28,4,46,22
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,rte,generation,100,66,28,41,3,25,31
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,rte,alternative,100,66,52,18,4,48,30
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,mmlu,generation,100,52,4,51,3,1,45
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,mmlu,alternative,100,61,34,42,15,19,24
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,nli,generation,100,67,17,55,5,12,28
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,nli,alternative,100,67,49,28,10,39,23
